Time;Temperature;Humidity;Pressure;Accel_x;Accel_y;Accel_z;Rot_x;Rot_y;Rot_z;Mag_x;Mag_y;Mag_z;
44356.00;20.08;46.06;100.73;-0.96;-0.13;-0.18;0.31;0.24;-1.04;42.00;35.00;-24.00;
44541.00;20.09;46.06;100.73;-0.96;-0.11;-0.16;0.55;0.18;-0.85;42.00;30.00;-24.00;
44726.00;20.09;46.04;100.73;-0.96;-0.12;-0.17;0.55;0.55;-0.67;43.00;32.00;-24.00;
44911.00;20.07;46.04;100.73;-0.96;-0.12;-0.17;0.00;0.06;-0.55;41.00;32.00;-25.00;
45096.00;20.07;46.04;100.73;-0.96;-0.12;-0.18;0.55;-0.12;-1.34;42.00;32.00;-26.00;
45282.00;20.08;46.01;100.73;-0.96;-0.10;-0.15;0.00;0.18;-0.18;42.00;29.00;-25.00;
45467.00;20.07;46.02;100.73;-0.96;-0.13;-0.17;0.00;0.18;-0.37;37.00;33.00;-25.00;
45652.00;20.04;46.02;100.73;-0.96;-0.11;-0.16;0.49;0.12;-1.04;42.00;32.00;-24.00;
45837.00;20.04;45.99;100.73;-0.96;-0.13;-0.17;-0.12;0.31;-0.24;41.00;34.00;-22.00;
46023.00;20.07;45.97;100.73;-0.96;-0.12;-0.17;0.67;0.24;-1.10;42.00;31.00;-23.00;
46208.00;20.04;45.97;100.73;-0.96;-0.10;-0.16;0.61;0.43;-0.79;44.00;32.00;-28.00;
46393.00;20.04;45.97;100.73;-0.96;-0.12;-0.17;-0.49;0.06;-0.06;44.00;32.00;-27.00;
46579.00;20.02;45.95;100.72;-0.96;-0.12;-0.16;0.79;0.24;-1.16;44.00;32.00;-25.00;
46764.00;20.02;45.95;100.73;-0.96;-0.10;-0.16;0.24;0.24;-0.49;45.00;30.00;-24.00;
46949.00;20.02;45.95;100.73;-0.96;-0.13;-0.17;-0.18;0.18;-0.24;41.00;31.00;-25.00;
47135.00;20.03;45.93;100.73;-0.96;-0.12;-0.16;0.73;0.12;-1.10;45.00;32.00;-24.00;
47320.00;20.02;45.93;100.73;-0.96;-0.11;-0.16;-0.06;0.31;-0.12;43.00;34.00;-26.00;
47506.00;20.02;45.93;100.73;-0.96;-0.13;-0.17;0.43;0.31;-0.79;44.00;31.00;-25.00;
47691.00;20.02;45.91;100.73;-0.96;-0.11;-0.16;0.79;0.37;-1.10;42.00;32.00;-23.00;
47876.00;20.00;45.91;100.73;-0.96;-0.11;-0.17;-0.24;0.12;-0.12;41.00;32.00;-23.00;
48062.00;19.98;45.91;100.73;-0.96;-0.12;-0.17;0.49;0.43;-0.98;44.00;34.00;-25.00;
48247.00;19.99;45.89;100.73;-0.96;-0.11;-0.16;0.37;0.24;-0.79;44.00;33.00;-23.00;
48432.00;19.99;45.88;100.73;-0.96;-0.12;-0.17;0.06;0.24;-0.49;42.00;32.00;-24.00;
48617.00;19.96;45.86;100.73;-0.96;-0.12;-0.17;0.79;0.43;-1.10;43.00;34.00;-24.00;
48802.00;19.98;45.86;100.73;-0.96;-0.10;-0.16;0.12;0.24;-0.37;44.00;33.00;-26.00;
48987.00;19.96;45.86;100.73;-0.96;-0.12;-0.19;0.31;-0.18;-1.10;42.00;33.00;-20.00;
49173.00;19.96;45.83;100.73;-0.96;-0.11;-0.09;-73.91;-7.87;0.79;44.00;32.00;-20.00;
49360.00;19.96;45.83;100.73;-0.97;-0.07;-0.34;-92.47;-5.49;-8.61;46.00;31.00;-32.00;
49548.00;19.95;45.81;100.73;-0.98;0.10;-0.27;28.50;7.93;-5.74;38.00;33.00;-16.00;
49733.00;19.95;45.81;100.73;-0.97;-0.13;-0.16;12.94;-0.18;-5.68;42.00;34.00;-24.00;
49920.00;19.93;45.81;100.72;-1.01;-0.10;-0.12;-16.78;2.81;3.91;51.00;34.00;-24.00;
50106.00;19.95;45.79;100.72;-0.97;-0.23;-0.19;-6.59;-3.91;-8.42;49.00;34.00;-35.00;
50293.00;19.95;45.79;100.73;-0.96;-0.09;-0.19;-1.53;2.01;1.16;53.00;36.00;-25.00;
50478.00;19.95;45.79;100.73;-0.96;-0.10;-0.26;5.80;0.00;-5.13;47.00;34.00;-29.00;
50663.00;19.93;45.77;100.72;-0.97;-0.08;-0.12;0.49;1.53;2.81;49.00;34.00;-29.00;
50847.00;19.91;45.77;100.73;-0.96;-0.13;-0.22;-2.69;-1.71;-3.36;49.00;34.00;-30.00;
51034.00;19.91;45.77;100.73;-0.95;-0.09;-0.16;-5.98;-0.06;2.38;50.00;37.00;-26.00;
51220.00;19.91;45.77;100.73;-0.96;-0.12;-0.14;-0.43;1.59;-5.43;51.00;36.00;-29.00;
51406.00;19.91;45.75;100.73;-0.96;-0.13;-0.29;-4.52;5.68;1.71;51.00;34.00;-27.00;
51591.00;19.90;45.75;100.73;-0.96;-0.21;0.06;29.60;-4.76;-0.24;52.00;38.00;-25.00;
51777.00;19.91;45.75;100.73;-0.96;-0.21;-0.19;10.68;5.13;1.53;52.00;35.00;-28.00;
51962.00;19.89;45.75;100.73;-0.97;-0.20;-0.22;-1.04;1.22;3.78;51.00;35.00;-28.00;
52147.00;19.89;45.73;100.73;-0.98;-0.10;-0.09;-7.57;2.08;-5.31;53.00;34.00;-29.00;
52333.00;19.89;45.73;100.73;-0.96;-0.12;-0.20;-10.07;-4.27;-8.79;50.00;35.00;-28.00;
52521.00;19.89;45.73;100.73;-1.00;-0.07;-0.11;0.92;-0.98;3.54;52.00;33.00;-28.00;
52706.00;19.87;45.73;100.73;-0.96;-0.09;-0.23;-2.56;0.31;-2.14;53.00;35.00;-30.00;
52892.00;19.87;45.73;100.73;-0.77;-0.07;-0.18;-29.05;4.82;-3.42;46.00;37.00;-35.00;
53079.00;19.86;45.73;100.73;-1.03;0.07;-0.39;7.87;-5.25;-6.96;31.00;28.00;-55.00;
53264.00;19.84;45.73;100.73;-0.99;-0.05;-0.18;-0.98;7.51;4.46;33.00;34.00;-44.00;
53449.00;19.84;45.73;100.73;-0.96;-0.22;-0.06;-5.74;-2.75;-2.08;38.00;34.00;-51.00;
53636.00;19.84;45.73;100.73;-0.97;-0.07;-0.19;2.75;3.36;-0.73;41.00;32.00;-31.00;
53821.00;19.83;45.73;100.73;-0.96;-0.11;-0.14;-10.38;-2.75;-0.43;42.00;32.00;-37.00;
54009.00;19.83;45.73;100.73;-0.94;0.08;-0.11;167.18;2.56;-0.61;32.00;34.00;-49.00;
54195.00;19.83;45.73;100.72;-0.97;-0.05;-0.30;-17.40;-0.37;0.98;17.00;34.00;-54.00;
54382.00;19.83;45.73;100.72;-0.98;-0.05;-0.11;2.08;3.54;2.99;20.00;34.00;-53.00;
54566.00;19.83;45.73;100.73;-0.96;-0.04;-0.18;3.54;-1.65;-7.02;15.00;32.00;-56.00;
54752.00;19.82;45.73;100.73;-0.97;0.02;-0.20;-2.01;1.04;2.62;21.00;31.00;-51.00;
54936.00;19.82;45.73;100.72;-0.97;-0.02;-0.17;4.09;1.40;-3.30;15.00;32.00;-55.00;
55121.00;19.82;45.73;100.72;-0.97;-0.01;-0.17;-3.54;-0.37;1.71;16.00;31.00;-58.00;
55307.00;19.80;45.73;100.73;-0.97;-0.02;-0.17;1.46;0.98;-2.62;17.00;32.00;-53.00;
55492.00;19.80;45.73;100.72;-0.97;-0.04;-0.16;-0.37;-0.61;0.67;19.00;32.00;-57.00;
55678.00;19.79;45.73;100.72;-0.97;-0.01;-0.18;0.85;1.77;-1.53;19.00;32.00;-54.00;
55863.00;19.78;45.71;100.72;-0.97;-0.02;-0.17;0.79;-0.06;-1.40;18.00;34.00;-54.00;
56049.00;19.79;45.71;100.72;-0.97;-0.04;-0.13;-0.92;-0.06;1.65;19.00;32.00;-53.00;
56235.00;19.78;45.73;100.71;-0.97;-0.01;-0.17;1.28;1.34;-2.08;15.00;33.00;-54.00;
56420.00;19.75;45.73;100.72;-0.97;-0.01;-0.17;-0.67;-0.43;1.10;15.00;32.00;-52.00;
56606.00;19.78;45.73;100.72;-0.97;-0.02;-0.19;1.53;0.49;-2.38;15.00;32.00;-54.00;
56791.00;19.76;45.73;100.72;-0.97;0.01;-0.14;-0.79;0.00;0.79;15.00;33.00;-51.00;
56975.00;19.75;45.73;100.72;-0.97;-0.05;-0.22;0.79;-0.24;-2.08;16.00;33.00;-50.00;
57161.00;19.75;45.73;100.72;-0.97;0.03;-0.17;1.53;0.43;-1.10;18.00;33.00;-51.00;
57345.00;19.75;45.75;100.72;-0.97;0.00;-0.15;-1.53;-0.18;0.49;14.00;31.00;-52.00;
57530.00;19.74;45.75;100.72;-0.97;-0.05;-0.20;-3.91;0.00;0.55;18.00;33.00;-55.00;
57715.00;19.74;45.75;100.72;-0.97;-0.03;-0.15;2.08;0.79;-1.83;17.00;32.00;-51.00;
57900.00;19.74;45.75;100.72;-0.97;0.00;-0.19;-0.06;0.06;0.00;14.00;31.00;-53.00;
58084.00;19.72;45.73;100.72;-0.97;-0.03;-0.18;-0.61;-0.12;0.06;13.00;33.00;-51.00;
58270.00;19.72;45.73;100.72;-0.97;-0.03;-0.18;2.01;0.98;-1.53;14.00;33.00;-55.00;
58455.00;19.72;45.73;100.72;-0.97;-0.00;-0.19;0.85;-0.06;-1.22;16.00;33.00;-55.00;
58641.00;19.71;45.73;100.72;-0.97;-0.02;-0.17;0.12;0.31;-0.55;17.00;33.00;-50.00;
58826.00;19.70;45.71;100.73;-0.97;-0.03;-0.19;-0.12;0.00;-0.67;17.00;32.00;-49.00;
59012.00;19.70;45.70;100.72;-0.97;-0.02;-0.17;3.54;1.22;-1.53;16.00;34.00;-52.00;
59197.00;19.71;45.70;100.72;-0.97;0.03;-0.19;1.16;0.31;-1.10;17.00;32.00;-56.00;
59381.00;19.70;45.70;100.72;-0.97;-0.04;-0.21;-0.37;-1.10;-0.73;17.00;34.00;-50.00;
59568.00;19.70;45.68;100.72;-0.97;-0.04;-0.12;1.53;0.61;-2.14;16.00;33.00;-50.00;
59753.00;19.68;45.68;100.73;-0.97;0.00;-0.16;-0.31;0.61;0.12;17.00;33.00;-52.00;
59937.00;19.67;45.68;100.72;-0.97;-0.03;-0.19;-0.92;0.37;0.79;18.00;35.00;-54.00;
60122.00;19.67;45.68;100.72;-0.97;-0.06;-0.17;0.92;-0.12;-1.77;21.00;33.00;-54.00;
60308.00;19.67;45.68;100.72;-0.97;-0.00;-0.14;1.46;1.16;-1.28;17.00;31.00;-56.00;
60493.00;19.67;45.67;100.72;-0.97;0.02;-0.19;-0.24;0.06;-0.06;15.00;32.00;-50.00;
60678.00;19.66;45.67;100.72;-0.97;-0.06;-0.17;-0.92;0.49;0.85;17.00;31.00;-55.00;
60863.00;19.66;45.67;100.72;-0.97;-0.01;-0.20;1.95;1.10;-2.26;16.00;32.00;-52.00;
61048.00;19.66;45.67;100.72;-0.97;0.00;-0.15;-0.67;-1.10;0.12;17.00;32.00;-50.00;
61233.00;19.64;45.67;100.72;-0.97;-0.07;-0.13;-0.92;1.28;0.92;17.00;31.00;-54.00;
61418.00;19.64;45.67;100.72;-0.97;-0.01;-0.18;2.32;0.98;-2.20;14.00;34.00;-54.00;
61603.00;19.63;45.67;100.72;-0.97;-0.02;-0.18;-1.16;-0.67;1.04;17.00;32.00;-50.00;
61789.00;19.64;45.67;100.72;-0.97;-0.04;-0.18;0.67;0.06;-1.10;17.00;32.00;-54.00;
61974.00;19.63;45.64;100.72;-0.97;-0.04;-0.10;1.77;1.16;-1.46;17.00;33.00;-56.00;
62159.00;19.61;45.64;100.72;-0.97;0.00;-0.21;0.06;2.50;-1.28;16.00;32.00;-55.00;
62343.00;19.60;45.64;100.72;-0.97;-0.04;-0.11;-0.31;-0.24;0.18;18.00;32.00;-52.00;
62529.00;19.60;45.64;100.72;-0.97;0.02;-0.19;0.61;1.59;-0.73;19.00;34.00;-54.00;
62713.00;19.60;45.63;100.73;-0.97;-0.00;-0.16;-1.10;-0.98;0.43;19.00;31.00;-51.00;
62899.00;19.60;45.63;100.72;-0.97;-0.00;-0.17;-0.37;-0.24;-0.37;17.00;31.00;-53.00;
63086.00;19.60;45.63;100.72;-0.97;-0.05;-0.14;0.79;1.34;-1.10;15.00;34.00;-55.00;
63271.00;19.57;45.63;100.72;-0.97;0.00;-0.18;1.40;0.55;-0.73;18.00;31.00;-57.00;
63455.00;19.57;45.66;100.72;-0.97;-0.05;-0.11;0.67;-0.92;-1.77;18.00;35.00;-53.00;
63641.00;19.57;45.63;100.72;-0.97;0.01;-0.24;1.22;1.22;-2.20;17.00;32.00;-48.00;
63825.00;19.56;45.63;100.72;-0.97;0.01;-0.14;3.23;1.16;-3.17;17.00;34.00;-56.00;
64009.00;19.56;45.63;100.72;-0.97;0.06;-0.17;-1.53;0.55;1.53;18.00;33.00;-55.00;
64193.00;19.56;45.63;100.72;-0.96;-0.07;-0.21;0.00;-3.23;0.79;18.00;32.00;-57.00;
64378.00;19.55;45.63;100.71;-0.97;-0.08;-0.22;2.81;4.82;-5.98;22.00;34.00;-55.00;
64563.00;19.55;45.63;100.71;-0.97;0.07;-0.06;1.22;-0.24;0.55;23.00;32.00;-59.00;
64747.00;19.53;45.62;100.71;-0.98;0.04;-0.21;-0.73;3.05;3.48;15.00;33.00;-51.00;
64931.00;19.53;45.61;100.71;-0.98;-0.11;-0.07;-3.36;-1.77;1.46;32.00;31.00;-53.00;
65117.00;19.53;45.60;100.71;-0.98;-0.08;-0.35;-6.29;-4.88;-1.28;17.00;34.00;-56.00;
65304.00;19.52;45.60;100.72;-0.98;-0.01;-0.17;-1.22;7.75;-4.15;17.00;32.00;-57.00;
65490.00;19.51;45.59;100.72;-0.98;0.03;-0.07;-1.65;-5.13;7.02;16.00;32.00;-55.00;
65675.00;19.51;45.59;100.71;-0.96;-0.17;-0.28;36.01;12.51;-16.05;30.00;31.00;-50.00;
65863.00;19.51;45.57;100.71;-0.98;-0.03;0.02;3.72;-1.16;-3.91;28.00;31.00;-49.00;
66048.00;19.51;45.57;100.72;-0.96;-0.04;-0.19;1.46;4.70;-1.77;10.00;32.00;-49.00;
66233.00;19.48;45.57;100.72;-0.97;0.10;-0.09;2.81;-1.95;-1.40;20.00;31.00;-58.00;
66418.00;19.47;45.54;100.72;-0.97;-0.09;-0.27;-7.75;-2.50;4.82;11.00;34.00;-53.00;
66604.00;19.48;45.54;100.72;-0.97;-0.01;-0.14;2.26;1.77;-4.27;17.00;34.00;-48.00;
66789.00;19.47;45.54;100.72;-0.97;-0.02;-0.22;-3.48;-2.99;3.91;15.00;34.00;-51.00;
66975.00;19.47;45.52;100.72;-0.97;0.01;-0.20;7.51;3.97;-4.94;16.00;35.00;-52.00;
67159.00;19.47;45.52;100.72;-0.97;0.01;-0.16;-0.43;-0.31;0.55;19.00;32.00;-56.00;
67344.00;19.44;45.50;100.72;-0.97;-0.02;-0.16;1.65;0.37;-2.32;14.00;32.00;-54.00;
67529.00;19.45;45.51;100.72;-0.97;0.04;-0.17;0.00;0.24;1.34;18.00;32.00;-48.00;
67712.00;19.45;45.51;100.73;-0.97;-0.05;-0.14;-0.67;-0.85;-1.04;15.00;34.00;-51.00;
67899.00;19.43;45.48;100.73;-0.97;0.01;-0.20;-0.37;1.83;0.73;14.00;32.00;-54.00;
68083.00;19.43;45.48;100.73;-0.97;-0.04;-0.15;-0.18;-0.06;-0.37;13.00;33.00;-52.00;
68270.00;19.43;45.45;100.73;-0.97;-0.04;-0.20;2.93;0.43;-0.85;15.00;32.00;-51.00;
68455.00;19.43;45.45;100.73;-0.95;-0.00;-0.14;1.04;1.04;-2.75;14.00;30.00;-49.00;
68640.00;19.41;45.45;100.73;-0.99;0.01;-0.17;1.83;-0.12;0.18;18.00;31.00;-55.00;
68824.00;19.40;45.43;100.73;-1.02;-0.19;-0.14;-8.36;-3.05;9.83;31.00;32.00;-49.00;
69010.00;19.38;45.43;100.73;-0.77;-0.03;-0.17;-19.53;-1.10;6.10;36.00;31.00;-38.00;
69197.00;19.38;45.43;100.72;-0.97;0.23;-0.26;78.61;10.68;-11.66;43.00;30.00;-38.00;
69384.00;19.37;45.41;100.73;-0.97;0.05;-0.09;13.73;3.42;-2.01;31.00;34.00;-44.00;
69569.00;19.38;45.41;100.73;-0.97;-0.13;-0.18;-17.64;-2.62;2.99;23.00;34.00;-54.00;
69756.00;19.37;45.39;100.73;-0.97;0.11;-0.15;10.56;2.08;-5.98;24.00;34.00;-56.00;
69941.00;19.37;45.39;100.73;-0.97;-0.07;-0.18;-7.20;0.31;3.97;17.00;33.00;-52.00;
70126.00;19.37;45.38;100.72;-0.97;0.05;-0.14;3.54;-0.67;-3.17;31.00;32.00;-51.00;
70311.00;19.36;45.38;100.73;-0.97;-0.03;-0.18;-4.21;0.67;0.12;26.00;32.00;-49.00;
70496.00;19.36;45.36;100.72;-0.97;0.03;-0.17;-0.31;0.00;-2.75;32.00;31.00;-46.00;
70681.00;19.34;45.36;100.72;-0.97;-0.05;-0.19;-2.75;-0.18;2.26;26.00;31.00;-50.00;
70867.00;19.34;45.34;100.72;-0.97;0.01;-0.17;3.05;0.00;-2.69;30.00;34.00;-51.00;
71051.00;19.34;45.33;100.72;-0.97;-0.03;-0.19;-0.85;-0.24;1.04;28.00;32.00;-49.00;
71237.00;19.33;45.33;100.73;-0.97;0.01;-0.17;1.46;1.40;-4.27;30.00;34.00;-49.00;
71421.00;19.33;45.31;100.72;-0.97;0.01;-0.16;-2.26;-0.31;2.08;31.00;32.00;-53.00;
71606.00;19.32;45.31;100.72;-0.97;-0.03;-0.17;-0.06;0.73;0.31;31.00;31.00;-47.00;
71791.00;19.29;45.31;100.72;-0.97;-0.04;-0.21;0.98;-0.67;-1.04;30.00;31.00;-54.00;
71977.00;19.30;45.29;100.72;-0.97;0.03;-0.14;2.26;1.95;-2.56;30.00;34.00;-47.00;
72161.00;19.30;45.29;100.72;-0.97;0.01;-0.20;-0.73;-0.49;0.55;29.00;32.00;-51.00;
72346.00;19.29;45.27;100.72;-0.97;0.01;-0.16;0.98;0.49;-2.14;28.00;32.00;-56.00;
72530.00;19.28;45.27;100.72;-0.97;0.01;-0.19;-0.67;0.43;0.79;29.00;32.00;-47.00;
72714.00;19.29;45.27;100.72;-0.97;0.01;-0.17;1.04;0.31;-1.89;27.00;33.00;-52.00;
72898.00;19.28;45.23;100.73;-0.97;-0.02;-0.17;-0.79;0.12;0.67;28.00;33.00;-49.00;
73083.00;19.26;45.23;100.72;-0.97;-0.01;-0.16;0.85;0.37;-1.46;29.00;34.00;-50.00;
73268.00;19.26;45.22;100.72;-0.97;0.00;-0.19;0.18;0.37;-0.31;28.00;32.00;-51.00;
73452.00;19.26;45.22;100.72;-0.97;0.02;-0.16;-0.67;0.18;-0.79;27.00;32.00;-53.00;
73637.00;19.25;45.22;100.73;-0.97;-0.02;-0.18;-0.67;0.31;0.85;25.00;33.00;-53.00;
73822.00;19.25;45.20;100.72;-0.97;-0.00;-0.18;0.79;0.31;-1.40;28.00;34.00;-49.00;
74007.00;19.24;45.20;100.73;-0.97;0.01;-0.17;0.37;-0.49;-0.67;27.00;32.00;-49.00;
74192.00;19.24;45.20;100.72;-0.97;-0.01;-0.16;0.31;0.79;-0.67;28.00;32.00;-54.00;
74377.00;19.21;45.18;100.73;-0.97;0.01;-0.17;-0.49;0.43;0.43;30.00;31.00;-49.00;
74561.00;19.22;45.18;100.72;-0.97;-0.01;-0.18;0.79;0.18;-1.40;26.00;32.00;-50.00;
74746.00;19.21;45.18;100.72;-0.97;0.01;-0.17;0.12;0.61;-0.37;26.00;33.00;-53.00;
74930.00;19.21;45.16;100.72;-0.97;-0.00;-0.17;0.06;-0.12;-0.43;26.00;33.00;-52.00;
75116.00;19.21;45.16;100.72;-0.97;0.01;-0.19;-0.06;0.55;-0.18;27.00;32.00;-49.00;
75301.00;19.20;45.16;100.72;-0.97;-0.02;-0.18;0.43;0.12;-0.73;26.00;31.00;-53.00;
75486.00;19.20;45.16;100.72;-0.97;-0.01;-0.17;0.61;0.92;-1.04;28.00;31.00;-50.00;
75671.00;19.18;45.13;100.72;-0.97;-0.00;-0.17;0.49;0.06;-0.85;27.00;34.00;-52.00;
75856.00;19.17;45.13;100.72;-0.97;0.02;-0.18;-0.18;-0.24;-0.24;30.00;32.00;-51.00;
76042.00;19.17;45.11;100.72;-0.97;-0.05;-0.17;-0.55;0.49;0.43;28.00;32.00;-48.00;
76227.00;19.18;45.11;100.73;-0.97;0.02;-0.17;1.59;0.31;-2.62;28.00;32.00;-49.00;
76411.00;19.17;45.11;100.72;-0.97;0.04;-0.18;-1.22;0.18;1.40;28.00;32.00;-50.00;
76595.00;19.15;45.09;100.72;-0.97;-0.05;-0.17;0.92;-0.67;-1.71;26.00;33.00;-48.00;
76781.00;19.14;45.09;100.73;-0.97;0.04;-0.16;1.04;0.92;-1.65;29.00;32.00;-54.00;
76965.00;19.14;45.09;100.72;-0.97;0.03;-0.18;-0.67;-0.18;0.67;27.00;31.00;-50.00;
77150.00;19.14;45.09;100.72;-0.97;-0.04;-0.18;-0.24;0.24;0.18;28.00;34.00;-52.00;
77335.00;19.13;45.07;100.73;-0.97;0.00;-0.17;1.95;0.61;-2.87;28.00;32.00;-52.00;
77519.00;19.11;45.07;100.72;-0.97;0.02;-0.15;-0.67;0.18;0.61;25.00;34.00;-49.00;
77703.00;19.13;45.07;100.73;-0.97;-0.03;-0.20;0.06;-0.06;-0.31;29.00;33.00;-51.00;
77889.00;19.11;45.04;100.72;-0.97;-0.00;-0.17;1.10;0.00;-1.83;26.00;30.00;-51.00;
78074.00;19.11;45.04;100.72;-0.97;0.01;-0.16;-0.06;0.18;-0.12;27.00;33.00;-52.00;
78259.00;19.09;45.04;100.72;-0.97;-0.02;-0.19;0.12;0.73;-0.61;28.00;34.00;-49.00;
78444.00;19.09;45.04;100.73;-0.97;-0.00;-0.18;0.67;0.06;-1.22;29.00;32.00;-48.00;
78629.00;19.09;45.02;100.72;-0.97;0.02;-0.15;0.43;-0.49;-0.73;27.00;33.00;-49.00;
78814.00;19.07;45.02;100.72;-0.97;-0.03;-0.17;-0.73;0.73;0.79;27.00;32.00;-53.00;
78999.00;19.07;45.02;100.72;-0.97;-0.01;-0.18;1.04;0.55;-1.71;28.00;34.00;-48.00;
79184.00;19.07;45.02;100.72;-0.97;0.02;-0.17;0.67;0.24;-1.04;27.00;34.00;-49.00;
79368.00;19.06;45.00;100.72;-0.97;-0.01;-0.16;-0.12;1.04;0.00;28.00;31.00;-53.00;
79553.00;19.06;45.00;100.72;-0.97;0.00;-0.16;0.37;1.10;-0.49;29.00;32.00;-50.00;
79737.00;19.05;45.00;100.72;-0.97;0.03;-0.19;0.55;-0.06;-0.92;29.00;34.00;-51.00;
79922.00;19.03;45.00;100.72;-0.97;-0.02;-0.16;-0.31;-0.43;0.18;25.00;32.00;-53.00;
80108.00;19.03;44.98;100.72;-0.97;0.00;-0.16;1.04;1.89;-2.14;29.00;31.00;-50.00;
80292.00;19.02;44.98;100.71;-0.97;0.05;-0.19;0.61;0.24;-1.40;27.00;32.00;-50.00;
80476.00;19.02;44.98;100.72;-0.97;-0.05;-0.16;0.24;-1.10;-0.06;29.00;32.00;-55.00;
80662.00;19.02;44.96;100.72;-0.97;0.08;-0.20;0.24;0.24;-0.55;27.00;31.00;-52.00;
80846.00;19.01;44.95;100.72;-0.97;-0.04;-0.17;-0.06;-0.55;0.85;24.00;33.00;-49.00;
81032.00;19.01;44.95;100.72;-0.97;0.02;-0.17;-0.55;2.56;-3.66;28.00;33.00;-51.00;
81217.00;18.99;44.93;100.72;-0.97;0.05;-0.16;0.24;-1.40;0.79;25.00;32.00;-59.00;
81401.00;18.99;44.93;100.72;-0.97;-0.04;-0.18;0.61;-0.12;-1.46;24.00;33.00;-54.00;
81587.00;18.98;44.93;100.72;-0.97;0.04;-0.12;-1.04;0.85;1.53;26.00;32.00;-53.00;
81771.00;18.97;44.91;100.72;-0.97;0.02;-0.22;-0.06;1.10;-0.55;23.00;33.00;-54.00;
81956.00;18.97;44.91;100.72;-0.97;-0.01;-0.20;1.53;-0.43;-1.83;25.00;33.00;-51.00;
82142.00;18.95;44.91;100.71;-0.97;-0.00;-0.11;-0.18;-0.12;0.49;26.00;34.00;-55.00;
82328.00;18.95;44.91;100.72;-0.97;-0.01;-0.16;-0.49;1.10;-0.06;23.00;34.00;-53.00;
82514.00;18.95;44.89;100.72;-0.97;0.01;-0.19;0.49;-0.67;-0.73;22.00;33.00;-52.00;
82699.00;18.95;44.89;100.72;-0.97;0.00;-0.19;1.04;-0.24;-1.71;22.00;32.00;-52.00;
82884.00;18.94;44.88;100.72;-0.97;0.05;-0.15;-0.49;-0.12;0.43;23.00;31.00;-57.00;
83069.00;18.94;44.86;100.73;-0.97;-0.05;-0.18;-0.61;0.31;0.98;24.00;34.00;-53.00;
83254.00;18.92;44.86;100.72;-0.97;0.01;-0.17;1.71;0.55;-2.99;24.00;33.00;-54.00;
83438.00;18.92;44.86;100.73;-0.97;-0.00;-0.16;-0.79;-0.12;1.16;24.00;33.00;-53.00;
83624.00;18.91;44.83;100.73;-0.97;-0.03;-0.17;1.04;0.06;-2.01;26.00;35.00;-50.00;
83809.00;18.90;44.83;100.73;-0.97;-0.02;-0.14;0.06;1.22;-0.43;25.00;34.00;-54.00;
83994.00;18.90;44.83;100.72;-0.97;0.02;-0.16;0.00;1.16;-0.24;25.00;31.00;-54.00;
84178.00;18.90;44.81;100.72;-0.97;0.04;-0.19;0.61;1.34;-1.95;27.00;31.00;-55.00;
84362.00;18.87;44.81;100.72;-0.97;0.03;-0.18;-0.06;0.37;-0.24;24.00;34.00;-55.00;
84547.00;18.87;44.81;100.72;-0.97;-0.02;-0.17;0.31;0.61;-1.34;24.00;31.00;-52.00;
84732.00;18.87;44.79;100.72;-0.97;-0.00;-0.17;0.92;0.49;-0.98;25.00;34.00;-50.00;
84917.00;18.87;44.79;100.72;-0.97;0.00;-0.15;0.55;-0.12;-0.92;26.00;31.00;-55.00;
85102.00;18.86;44.79;100.72;-0.97;0.04;-0.18;0.73;0.79;-1.28;24.00;33.00;-51.00;
85286.00;18.87;44.79;100.72;-0.97;-0.00;-0.20;0.55;-0.98;-0.61;24.00;34.00;-54.00;
85472.00;18.86;44.76;100.73;-0.97;0.04;-0.16;0.12;1.28;-0.49;24.00;32.00;-53.00;
85656.00;18.83;44.76;100.73;-0.97;-0.02;-0.21;-0.18;-0.61;0.31;23.00;31.00;-53.00;
85842.00;18.84;44.76;100.73;-0.97;0.01;-0.17;1.34;0.49;-2.38;23.00;32.00;-53.00;
86026.00;18.83;44.76;100.73;-0.97;0.05;-0.16;0.00;0.31;0.00;23.00;32.00;-54.00;
86209.00;18.83;44.76;100.73;-0.97;-0.02;-0.17;-0.24;0.18;0.79;22.00;32.00;-56.00;
86394.00;18.80;44.74;100.73;-0.97;-0.00;-0.19;0.61;0.49;-1.34;22.00;34.00;-51.00;
86579.00;18.80;44.74;100.73;-0.97;0.02;-0.18;0.24;-0.06;-0.55;22.00;32.00;-49.00;
86764.00;18.79;44.74;100.73;-0.97;-0.04;-0.15;0.37;0.24;-0.61;25.00;34.00;-51.00;
86949.00;18.78;44.74;100.73;-0.97;0.04;-0.17;0.98;1.22;-2.32;22.00;31.00;-55.00;
87133.00;18.79;44.72;100.73;-0.97;0.02;-0.18;-0.37;-0.12;0.79;23.00;32.00;-53.00;
87318.00;18.78;44.72;100.73;-0.97;-0.02;-0.18;0.61;-0.24;-1.10;23.00;35.00;-53.00;
87504.00;18.78;44.72;100.73;-0.97;0.02;-0.17;0.31;0.67;-0.67;23.00;33.00;-53.00;
87688.00;18.78;44.72;100.73;-0.97;0.00;-0.18;0.18;0.12;-0.37;22.00;32.00;-57.00;
