Time;Temperature;Humidity;Pressure;Accel_x;Accel_y;Accel_z;Rot_x;Rot_y;Rot_z;Mag_x;Mag_y;Mag_z;
87872.00;18.74;44.72;100.73;-0.97;0.00;-0.17;0.12;0.00;-0.18;23.00;32.00;-55.00;
88056.00;18.76;44.72;100.73;-0.97;0.01;-0.18;0.92;0.55;-1.83;22.00;32.00;-54.00;
88240.00;18.74;44.70;100.73;-0.97;-0.01;-0.15;-0.73;0.18;1.16;23.00;35.00;-52.00;
88425.00;18.74;44.69;100.73;-0.97;-0.02;-0.19;0.61;0.73;-1.10;22.00;34.00;-49.00;
88610.00;18.73;44.69;100.73;-0.97;0.04;-0.17;0.31;-0.12;-0.79;24.00;33.00;-59.00;
88795.00;18.70;44.69;100.73;-0.97;-0.02;-0.18;-0.18;0.06;0.06;22.00;32.00;-55.00;
88980.00;18.71;44.67;100.73;-0.97;0.00;-0.18;0.67;0.43;-1.46;24.00;34.00;-51.00;
89164.00;18.71;44.69;100.73;-0.97;0.02;-0.18;0.24;0.18;-0.49;24.00;33.00;-56.00;
89348.00;18.71;44.67;100.73;-0.97;-0.01;-0.18;0.06;0.24;-0.24;24.00;29.00;-52.00;
89533.00;18.69;44.67;100.73;-0.97;-0.01;-0.18;0.49;0.43;-1.04;22.00;33.00;-51.00;
89718.00;18.69;44.67;100.73;-0.97;0.01;-0.18;0.12;0.31;-0.49;22.00;33.00;-57.00;
89902.00;18.69;44.67;100.73;-0.97;0.00;-0.18;0.06;0.12;-0.31;24.00;33.00;-50.00;
90086.00;18.67;44.67;100.72;-0.97;-0.01;-0.17;0.55;0.43;-1.28;23.00;32.00;-55.00;
90271.00;18.64;44.67;100.72;-0.97;0.01;-0.18;0.37;0.06;-0.73;22.00;33.00;-53.00;
90455.00;18.64;44.66;100.73;-0.97;-0.01;-0.17;0.37;0.18;-0.85;20.00;31.00;-53.00;
90640.00;18.64;44.66;100.73;-0.97;-0.01;-0.17;0.12;0.37;-0.43;22.00;31.00;-54.00;
90825.00;18.64;44.64;100.72;-0.97;0.01;-0.18;0.61;0.79;-1.34;23.00;33.00;-51.00;
91009.00;18.63;44.64;100.73;-0.97;0.00;-0.18;-0.24;-0.31;0.24;24.00;34.00;-56.00;
91194.00;18.62;44.64;100.73;-0.97;-0.01;-0.17;0.67;0.37;-1.10;24.00;32.00;-52.00;
91379.00;18.62;44.64;100.72;-0.97;0.00;-0.18;0.18;0.37;-0.61;23.00;35.00;-52.00;
91563.00;18.62;44.64;100.73;-0.97;0.00;-0.17;0.31;0.24;-0.73;25.00;34.00;-57.00;
91747.00;18.60;44.64;100.73;-0.97;-0.01;-0.18;0.06;0.43;-0.43;22.00;32.00;-54.00;
91932.00;18.60;44.64;100.73;-0.97;0.01;-0.18;0.43;0.37;-1.04;22.00;32.00;-54.00;
92116.00;18.60;44.64;100.73;-0.97;-0.01;-0.17;-0.06;0.24;-0.24;24.00;32.00;-50.00;
92302.00;18.59;44.64;100.73;-0.97;0.00;-0.18;0.37;0.37;-0.98;22.00;32.00;-53.00;
92486.00;18.59;44.64;100.73;-0.97;0.00;-0.18;0.18;0.12;-0.43;25.00;33.00;-52.00;
92670.00;18.58;44.63;100.73;-0.97;-0.00;-0.18;0.31;0.37;-0.73;24.00;32.00;-48.00;
92855.00;18.56;44.63;100.72;-0.97;0.00;-0.18;0.31;0.31;-0.67;22.00;32.00;-51.00;
93039.00;18.56;44.63;100.73;-0.97;0.00;-0.18;0.24;0.37;-0.73;24.00;32.00;-52.00;
93223.00;18.56;44.63;100.73;-0.97;-0.01;-0.18;0.24;0.31;-0.61;25.00;32.00;-51.00;
93408.00;18.55;44.61;100.72;-0.97;0.00;-0.17;0.31;0.31;-0.79;24.00;33.00;-49.00;
93592.00;18.54;44.63;100.73;-0.97;0.00;-0.17;0.31;0.43;-0.79;22.00;31.00;-52.00;
93776.00;18.54;44.63;100.73;-0.97;-0.00;-0.18;0.12;0.31;-0.49;24.00;34.00;-49.00;
93961.00;18.51;44.61;100.73;-0.97;0.00;-0.18;0.49;0.31;-0.98;26.00;32.00;-48.00;
94145.00;18.54;44.61;100.72;-0.97;0.00;-0.17;0.18;0.24;-0.43;23.00;33.00;-51.00;
94329.00;18.51;44.61;100.73;-0.97;-0.00;-0.18;0.31;0.31;-0.85;22.00;31.00;-56.00;
94514.00;18.49;44.61;100.73;-0.97;0.00;-0.18;0.31;0.31;-0.67;24.00;32.00;-52.00;
94698.00;18.50;44.61;100.73;-0.97;-0.00;-0.18;0.37;0.31;-0.67;23.00;31.00;-53.00;
94883.00;18.50;44.61;100.73;-0.97;0.00;-0.18;0.31;0.24;-0.61;21.00;33.00;-52.00;
95067.00;18.47;44.61;100.72;-0.97;0.00;-0.18;0.37;0.37;-0.73;23.00;31.00;-52.00;
95251.00;18.47;44.61;100.73;-0.97;-0.00;-0.18;0.18;0.31;-0.49;24.00;32.00;-55.00;
95436.00;18.46;44.60;100.73;-0.97;0.00;-0.18;0.37;0.31;-0.79;24.00;35.00;-53.00;
95620.00;18.46;44.62;100.73;-0.97;0.00;-0.18;0.24;0.37;-0.61;23.00;32.00;-52.00;
95804.00;18.45;44.62;100.72;-0.97;0.00;-0.18;0.31;0.31;-0.73;25.00;30.00;-53.00;
95988.00;18.45;44.62;100.73;-0.97;-0.00;-0.18;0.24;0.31;-0.61;23.00;32.00;-50.00;
96173.00;18.45;44.62;100.72;-0.97;0.00;-0.18;0.31;0.31;-0.73;24.00;33.00;-52.00;
96357.00;18.43;44.62;100.72;-0.97;0.00;-0.18;0.31;0.37;-0.61;23.00;33.00;-50.00;
96541.00;18.43;44.62;100.73;-0.97;0.00;-0.18;0.31;0.31;-0.73;23.00;31.00;-53.00;
96725.00;18.40;44.62;100.73;-0.97;0.00;-0.18;0.24;0.31;-0.49;24.00;32.00;-55.00;
96909.00;18.42;44.62;100.73;-0.97;-0.00;-0.18;0.31;0.24;-0.73;22.00;31.00;-55.00;
97094.00;18.39;44.62;100.73;-0.97;0.00;-0.18;0.24;0.37;-0.67;23.00;31.00;-53.00;
97278.00;18.39;44.62;100.73;-0.97;-0.00;-0.18;0.31;0.31;-0.67;23.00;31.00;-54.00;
97463.00;18.40;44.62;100.73;-0.97;0.00;-0.18;0.37;0.24;-0.67;24.00;32.00;-52.00;
97647.00;18.39;44.62;100.72;-0.97;0.00;-0.18;0.24;0.31;-0.61;22.00;34.00;-53.00;
97831.00;18.39;44.61;100.72;-0.97;-0.00;-0.18;0.37;0.31;-0.67;23.00;34.00;-48.00;
98016.00;18.38;44.61;100.72;-0.97;0.00;-0.18;0.37;0.37;-0.61;25.00;33.00;-56.00;
98200.00;18.36;44.61;100.73;-0.97;0.00;-0.18;0.24;0.31;-0.67;24.00;33.00;-54.00;
98384.00;18.38;44.61;100.72;-0.97;0.00;-0.18;0.31;0.31;-0.79;25.00;34.00;-53.00;
98568.00;18.36;44.63;100.72;-0.97;0.00;-0.18;0.31;0.31;-0.67;24.00;31.00;-52.00;
98752.00;18.35;44.63;100.73;-0.97;0.00;-0.18;0.31;0.31;-0.67;24.00;31.00;-55.00;
98936.00;18.35;44.63;100.72;-0.97;0.00;-0.18;0.31;0.24;-0.67;24.00;32.00;-52.00;
99120.00;18.34;44.63;100.72;-0.97;-0.00;-0.18;0.24;0.31;-0.61;24.00;32.00;-53.00;
99305.00;18.34;44.63;100.72;-0.97;0.00;-0.17;0.31;0.31;-0.67;24.00;32.00;-51.00;
99489.00;18.34;44.63;100.72;-0.97;-0.00;-0.18;0.37;0.31;-0.67;24.00;32.00;-49.00;
99674.00;18.31;44.63;100.73;-0.97;0.00;-0.18;0.37;0.24;-0.55;24.00;32.00;-55.00;
99858.00;18.31;44.63;100.72;-0.97;0.00;-0.18;0.31;0.31;-0.67;24.00;32.00;-52.00;
100042.00;18.31;44.65;100.72;-0.97;0.00;-0.18;0.24;0.31;-0.67;24.00;30.00;-54.00;
100227.00;18.31;44.65;100.72;-0.97;0.00;-0.18;0.31;0.37;-0.73;24.00;31.00;-50.00;
100412.00;18.30;44.64;100.73;-0.97;0.00;-0.18;0.24;0.31;-0.67;22.00;32.00;-52.00;
100597.00;18.28;44.64;100.72;-0.97;0.00;-0.18;0.37;0.37;-0.73;24.00;32.00;-52.00;
100782.00;18.28;44.66;100.72;-0.97;0.00;-0.18;0.24;0.24;-0.61;22.00;32.00;-55.00;
100967.00;18.28;44.66;100.73;-0.97;-0.00;-0.18;0.37;0.24;-0.67;24.00;32.00;-53.00;
101153.00;18.27;44.66;100.72;-0.97;0.00;-0.18;0.24;0.31;-0.67;24.00;31.00;-53.00;
101338.00;18.27;44.66;100.72;-0.97;0.00;-0.18;0.31;0.31;-0.73;24.00;34.00;-55.00;
101523.00;18.27;44.66;100.72;-0.97;0.00;-0.18;0.31;0.24;-0.67;23.00;32.00;-54.00;
101708.00;18.26;44.68;100.72;-0.97;0.00;-0.18;0.18;0.31;-0.73;24.00;32.00;-55.00;
101893.00;18.24;44.68;100.73;-0.97;0.00;-0.18;0.31;0.31;-0.67;23.00;33.00;-52.00;
102078.00;18.24;44.68;100.73;-0.97;0.00;-0.18;0.37;0.24;-0.73;24.00;31.00;-53.00;
102263.00;18.22;44.68;100.73;-0.97;0.00;-0.18;0.12;0.31;-0.67;22.00;31.00;-57.00;
102448.00;18.23;44.68;100.73;-0.97;-0.00;-0.18;0.37;0.37;-0.73;24.00;33.00;-53.00;
102634.00;18.22;44.68;100.72;-0.97;0.00;-0.18;0.24;0.31;-0.67;24.00;32.00;-51.00;
102819.00;18.22;44.70;100.73;-0.97;0.00;-0.18;0.37;0.37;-0.73;22.00;32.00;-51.00;
103004.00;18.22;44.69;100.73;-0.97;0.00;-0.18;0.37;0.37;-0.67;24.00;32.00;-48.00;
103189.00;18.20;44.69;100.72;-0.97;0.00;-0.18;0.31;0.37;-0.67;23.00;33.00;-52.00;
103374.00;18.20;44.71;100.72;-0.97;0.00;-0.18;0.31;0.31;-0.73;22.00;33.00;-51.00;
103559.00;18.19;44.71;100.72;-0.97;-0.00;-0.18;0.24;0.31;-0.67;26.00;32.00;-55.00;
103745.00;18.17;44.71;100.72;-0.97;0.00;-0.18;0.43;0.31;-0.73;24.00;30.00;-50.00;
103930.00;18.17;44.71;100.73;-0.97;0.00;-0.18;0.24;0.31;-0.55;22.00;33.00;-53.00;
104115.00;18.16;44.73;100.73;-0.97;-0.00;-0.18;0.31;0.31;-0.73;24.00;31.00;-51.00;
104301.00;18.16;44.73;100.73;-0.97;0.00;-0.18;0.31;0.31;-0.55;24.00;32.00;-58.00;
104486.00;18.16;44.73;100.72;-0.97;0.00;-0.18;0.31;0.31;-0.73;22.00;31.00;-56.00;
104671.00;18.16;44.73;100.73;-0.97;-0.00;-0.18;0.24;0.43;-0.61;23.00;33.00;-52.00;
104857.00;18.13;44.75;100.72;-0.97;0.00;-0.18;0.31;0.31;-0.85;24.00;30.00;-49.00;
105042.00;18.15;44.75;100.72;-0.97;0.00;-0.17;0.31;0.31;-0.55;22.00;32.00;-53.00;
105227.00;18.13;44.75;100.73;-0.97;0.00;-0.18;0.37;0.43;-0.73;25.00;33.00;-53.00;
105412.00;18.12;44.74;100.73;-0.97;0.00;-0.18;0.31;0.31;-0.67;23.00;33.00;-52.00;
105597.00;18.12;44.74;100.72;-0.97;0.00;-0.18;0.24;0.24;-0.61;22.00;30.00;-54.00;
105782.00;18.12;44.76;100.72;-0.97;-0.00;-0.18;0.24;0.37;-0.73;24.00;31.00;-52.00;
105968.00;18.11;44.76;100.73;-0.97;0.00;-0.18;0.24;0.37;-0.67;24.00;30.00;-51.00;
106153.00;18.09;44.76;100.72;-0.97;-0.00;-0.18;0.31;0.43;-0.79;22.00;32.00;-52.00;
106339.00;18.09;44.76;100.73;-0.97;0.00;-0.18;0.24;0.31;-0.67;25.00;31.00;-51.00;
106524.00;18.09;44.78;100.73;-0.97;0.00;-0.18;0.31;0.37;-0.73;23.00;32.00;-53.00;
106709.00;18.08;44.78;100.73;-0.97;0.00;-0.18;0.37;0.31;-0.73;24.00;32.00;-53.00;
106894.00;18.08;44.78;100.73;-0.97;0.00;-0.18;0.24;0.31;-0.73;24.00;33.00;-52.00;
107079.00;18.07;44.78;100.72;-0.97;-0.00;-0.18;0.31;0.31;-0.79;26.00;32.00;-51.00;
107265.00;18.07;44.80;100.73;-0.97;0.00;-0.17;0.24;0.49;-0.73;22.00;32.00;-58.00;
107450.00;18.07;44.80;100.73;-0.97;0.00;-0.18;0.24;0.24;-0.67;23.00;34.00;-53.00;
107635.00;18.05;44.79;100.73;-0.97;-0.00;-0.18;0.37;0.24;-0.73;24.00;32.00;-51.00;
107821.00;18.04;44.79;100.73;-0.97;0.00;-0.17;0.37;0.43;-0.85;23.00;33.00;-52.00;
108006.00;18.04;44.79;100.72;-0.97;-0.00;-0.17;0.18;0.37;-0.55;25.00;33.00;-56.00;
108192.00;18.04;44.80;100.72;-0.97;0.00;-0.18;0.31;0.61;-0.79;24.00;32.00;-53.00;
108377.00;18.04;44.80;100.73;-0.97;0.01;-0.19;0.31;0.31;-0.67;24.00;34.00;-57.00;
108562.00;18.03;44.80;100.73;-0.97;-0.00;-0.18;0.31;0.06;-0.67;24.00;31.00;-51.00;
108748.00;18.03;44.80;100.73;-0.97;0.00;-0.17;0.43;0.43;-0.98;24.00;32.00;-52.00;
108933.00;18.01;44.80;100.73;-0.97;0.00;-0.17;0.12;0.73;-0.31;25.00;32.00;-54.00;
109118.00;18.00;44.82;100.73;-0.97;-0.00;-0.18;0.37;0.12;-0.85;24.00;33.00;-52.00;
109304.00;18.00;44.82;100.73;-0.97;-0.00;-0.16;0.31;0.49;-0.55;24.00;32.00;-52.00;
109490.00;17.99;44.82;100.73;-0.97;0.00;-0.18;0.43;0.12;-0.79;24.00;31.00;-49.00;
109675.00;17.97;44.82;100.73;-0.97;-0.01;-0.16;0.31;0.18;-0.67;25.00;34.00;-55.00;
109861.00;17.99;44.82;100.73;-0.97;0.00;-0.17;0.18;0.61;-0.43;24.00;34.00;-52.00;
110046.00;17.99;44.84;100.73;-0.97;-0.01;-0.18;0.37;0.18;-0.67;24.00;34.00;-51.00;
110232.00;17.97;44.84;100.73;-0.97;0.01;-0.17;0.49;0.24;-0.79;25.00;33.00;-50.00;
110417.00;17.96;44.84;100.73;-0.97;-0.00;-0.17;0.12;0.49;-0.55;25.00;31.00;-54.00;
110603.00;17.96;44.84;100.72;-0.97;0.01;-0.18;0.31;0.61;-0.79;24.00;33.00;-52.00;
110788.00;17.94;44.86;100.72;-0.97;0.01;-0.19;0.37;0.00;-0.67;24.00;32.00;-55.00;
110973.00;17.96;44.85;100.73;-0.97;-0.00;-0.17;0.31;0.18;-0.61;25.00;35.00;-54.00;
111159.00;17.94;44.85;100.73;-0.97;-0.00;-0.17;0.49;0.31;-0.98;24.00;33.00;-54.00;
111345.00;17.94;44.85;100.72;-0.97;0.01;-0.17;0.24;0.18;-0.55;24.00;32.00;-54.00;
111530.00;17.93;44.85;100.72;-0.97;-0.01;-0.17;0.31;0.06;-0.73;24.00;34.00;-52.00;
111716.00;17.92;44.85;100.72;-0.97;0.01;-0.17;0.37;0.55;-0.67;26.00;31.00;-54.00;
111901.00;17.92;44.85;100.72;-0.97;0.01;-0.18;0.31;0.31;-0.67;21.00;33.00;-52.00;
112086.00;17.92;44.85;100.72;-0.97;-0.00;-0.17;0.24;0.06;-0.43;25.00;31.00;-49.00;
112272.00;17.92;44.86;100.72;-0.97;0.00;-0.18;0.37;0.73;-0.85;25.00;33.00;-53.00;
112457.00;17.90;44.86;100.73;-0.97;0.01;-0.18;0.24;0.18;-0.37;25.00;33.00;-51.00;
112642.00;17.89;44.86;100.73;-0.97;-0.00;-0.18;0.31;0.31;-0.67;24.00;32.00;-52.00;
112828.00;17.89;44.86;100.72;-0.97;0.01;-0.18;0.49;0.00;-0.98;24.00;33.00;-54.00;
113013.00;17.88;44.86;100.72;-0.97;-0.01;-0.17;0.37;0.12;-0.67;25.00;33.00;-55.00;
113199.00;17.88;44.89;100.73;-0.97;0.00;-0.17;0.43;0.49;-0.79;28.00;34.00;-53.00;
113384.00;17.88;44.89;100.72;-0.97;0.00;-0.18;0.49;0.18;-0.79;25.00;32.00;-53.00;
113569.00;17.88;44.89;100.72;-0.97;0.00;-0.19;0.31;0.12;-0.67;21.00;35.00;-54.00;
113754.00;17.88;44.89;100.72;-0.97;-0.00;-0.17;0.61;-0.12;-0.98;24.00;31.00;-53.00;
113941.00;17.85;44.89;100.73;-0.97;0.00;-0.15;0.06;0.92;-0.24;26.00;33.00;-49.00;
114126.00;17.85;44.89;100.72;-0.97;0.01;-0.19;0.18;1.16;-0.55;26.00;32.00;-51.00;
114311.00;17.85;44.88;100.72;-0.97;-0.00;-0.19;0.37;-0.37;-0.61;25.00;31.00;-49.00;
114498.00;17.86;44.90;100.73;-0.97;0.00;-0.17;0.67;0.43;-1.34;26.00;35.00;-50.00;
114683.00;17.84;44.90;100.72;-0.97;-0.00;-0.17;0.00;0.18;-0.06;25.00;32.00;-50.00;
114869.00;17.84;44.90;100.73;-0.97;-0.01;-0.17;0.37;0.37;-0.92;24.00;32.00;-51.00;
115055.00;17.82;44.90;100.72;-0.97;-0.00;-0.18;0.24;0.37;-0.49;25.00;32.00;-54.00;
115241.00;17.82;44.90;100.72;-0.97;-0.01;-0.18;0.61;-0.24;-1.10;25.00;31.00;-52.00;
115428.00;17.81;44.92;100.72;-0.97;0.00;-0.16;0.00;0.18;-0.06;25.00;32.00;-50.00;
115613.00;17.80;44.92;100.72;-0.97;0.01;-0.18;0.73;0.61;-1.34;25.00;33.00;-50.00;
115798.00;17.80;44.92;100.72;-0.97;-0.00;-0.18;0.12;-0.12;-0.24;24.00;33.00;-54.00;
115985.00;17.80;44.92;100.73;-0.97;0.00;-0.17;0.55;0.49;-0.98;25.00;33.00;-49.00;
116170.00;17.80;44.92;100.72;-0.97;0.01;-0.19;0.31;0.37;-0.55;24.00;35.00;-53.00;
116355.00;17.78;44.94;100.73;-0.97;0.01;-0.19;0.67;0.18;-1.16;25.00;31.00;-53.00;
116540.00;17.78;44.94;100.72;-0.97;0.01;-0.17;0.37;0.18;-0.67;25.00;32.00;-54.00;
116725.00;17.78;44.93;100.72;-0.97;-0.00;-0.17;0.06;0.12;-0.06;24.00;32.00;-54.00;
116911.00;17.77;44.93;100.72;-0.97;-0.01;-0.17;0.61;0.67;-1.22;24.00;31.00;-50.00;
117097.00;17.77;44.95;100.72;-0.97;0.01;-0.17;0.37;0.92;-0.98;25.00;34.00;-55.00;
117282.00;17.74;44.95;100.72;-0.97;0.00;-0.19;0.06;-0.55;0.06;25.00;34.00;-52.00;
117467.00;17.76;44.95;100.72;-0.97;0.02;-0.17;0.49;1.40;-1.34;25.00;35.00;-55.00;
117652.00;17.74;44.95;100.72;-0.97;0.01;-0.19;-0.24;-0.24;0.55;24.00;33.00;-54.00;
117838.00;17.74;44.95;100.72;-0.97;-0.00;-0.18;1.10;0.43;-2.01;23.00;32.00;-51.00;
118024.00;17.74;44.95;100.72;-0.97;0.01;-0.17;-0.12;0.37;0.24;26.00;32.00;-52.00;
118209.00;17.74;44.97;100.72;-0.97;0.00;-0.20;0.73;0.67;-1.34;24.00;31.00;-57.00;
118394.00;17.73;44.97;100.72;-0.97;-0.00;-0.17;-0.06;-0.12;0.18;25.00;33.00;-54.00;
118581.00;17.73;44.97;100.72;-0.97;-0.00;-0.18;0.73;0.73;-1.59;26.00;32.00;-51.00;
118767.00;17.73;44.97;100.72;-0.97;0.01;-0.19;0.12;0.55;-0.18;25.00;32.00;-55.00;
118952.00;17.71;44.97;100.72;-0.97;-0.00;-0.18;0.55;0.31;-1.04;25.00;32.00;-53.00;
119138.00;17.70;44.99;100.72;-0.97;0.02;-0.17;0.00;0.18;-0.24;24.00;33.00;-53.00;
119323.00;17.70;44.99;100.73;-0.97;0.01;-0.18;0.37;0.55;-0.67;22.00;35.00;-55.00;
119508.00;17.69;44.98;100.72;-0.97;-0.02;-0.18;-0.06;-0.06;-0.12;25.00;32.00;-55.00;
119696.00;17.69;44.98;100.72;-0.97;0.02;-0.17;0.73;0.49;-1.28;22.00;32.00;-55.00;
119881.00;17.69;44.98;100.72;-0.97;-0.01;-0.19;0.18;0.24;-0.55;25.00;33.00;-57.00;
120067.00;17.69;44.98;100.72;-0.97;0.01;-0.18;0.73;0.06;-1.16;23.00;33.00;-52.00;
120252.00;17.69;45.00;100.72;-0.97;0.00;-0.16;0.06;0.37;-0.31;22.00;32.00;-55.00;
120437.00;17.67;45.00;100.72;-0.97;-0.02;-0.17;0.06;0.49;-0.37;26.00;33.00;-54.00;
120623.00;17.66;45.00;100.72;-0.97;0.04;-0.18;0.55;0.79;-1.10;25.00;34.00;-56.00;
120808.00;17.66;45.00;100.72;-0.97;-0.03;-0.19;-0.43;-0.37;0.55;25.00;32.00;-53.00;
120995.00;17.65;45.00;100.72;-0.97;-0.00;-0.17;1.04;0.73;-2.01;25.00;32.00;-53.00;
121181.00;17.63;45.00;100.72;-0.97;0.00;-0.17;-0.18;0.18;0.31;25.00;31.00;-51.00;
121366.00;17.63;45.00;100.72;-0.97;-0.01;-0.18;0.67;0.49;-1.22;27.00;35.00;-49.00;
121552.00;17.63;45.02;100.72;-0.97;0.01;-0.17;0.24;0.43;-0.55;23.00;34.00;-55.00;
121737.00;17.63;45.02;100.72;-0.97;0.00;-0.18;0.37;0.37;-0.67;26.00;30.00;-49.00;
121922.00;17.62;45.02;100.72;-0.97;-0.01;-0.19;0.37;0.12;-0.73;24.00;32.00;-54.00;
122108.00;17.61;45.02;100.72;-0.97;0.01;-0.17;0.37;0.31;-0.85;24.00;32.00;-57.00;
122293.00;17.61;45.02;100.72;-0.97;-0.00;-0.18;0.37;0.31;-0.61;23.00;32.00;-54.00;
122479.00;17.61;45.02;100.72;-0.97;0.00;-0.18;0.31;0.37;-0.55;24.00;33.00;-51.00;
122664.00;17.59;45.02;100.72;-0.97;-0.01;-0.18;0.49;0.12;-0.98;26.00;31.00;-50.00;
122850.00;17.59;45.01;100.72;-0.97;0.00;-0.17;0.18;0.37;-0.49;25.00;33.00;-51.00;
123035.00;17.59;45.01;100.72;-0.97;0.00;-0.17;0.31;0.43;-0.61;24.00;32.00;-52.00;
123220.00;17.58;45.01;100.72;-0.97;-0.00;-0.18;0.24;0.24;-0.92;25.00;34.00;-54.00;
123406.00;17.57;45.01;100.72;-0.98;-0.00;-0.20;-7.87;-1.04;1.46;28.00;32.00;-46.00;
123593.00;17.57;45.01;100.71;-4.00;-0.05;-0.16;-107.54;-6.35;0.24;51.00;37.00;-32.00;
123782.00;17.55;45.01;100.69;-4.00;-0.14;0.00;-144.35;-108.83;-30.82;7.00;40.00;-18.00;
123973.00;17.54;45.02;100.62;-4.00;-0.05;0.03;-38.82;-7.08;63.78;-1.00;37.00;-27.00;
124161.00;17.55;45.01;100.55;-3.64;0.02;-0.02;-75.74;-42.54;-34.85;-3.00;38.00;-20.00;
124351.00;17.54;45.01;100.47;-3.73;0.01;0.04;-61.65;-0.85;58.84;-5.00;35.00;-23.00;
124538.00;17.52;45.01;100.39;-3.50;-0.05;0.02;-112.37;3.48;-38.70;-11.00;33.00;-22.00;
124728.00;17.52;45.04;100.29;-3.29;-0.11;-0.13;-124.45;-32.41;-34.97;-10.00;32.00;-7.00;
124920.00;17.50;45.10;100.20;-0.29;-0.04;-0.06;-114.44;-21.97;19.84;-7.00;32.00;0.00;
125109.00;17.50;45.16;100.14;0.53;0.04;-0.04;-110.60;-20.14;26.12;-2.00;33.00;9.00;
125296.00;17.52;45.23;100.05;0.46;0.04;-0.07;-111.39;-14.77;-28.44;4.00;33.00;14.00;
125484.00;17.50;45.32;99.97;0.38;0.07;-0.03;-93.57;-37.72;10.38;13.00;37.00;15.00;
125670.00;17.49;45.41;99.90;0.33;0.06;0.03;-139.71;94.24;28.02;21.00;33.00;19.00;
125855.00;17.50;45.50;99.84;0.26;0.07;0.09;-120.24;-11.47;-8.54;29.00;30.00;16.00;
126041.00;17.47;45.57;99.79;0.25;-0.04;-0.00;-19.29;-25.21;28.50;37.00;31.00;12.00;
126228.00;17.47;45.66;99.75;0.22;-0.02;0.01;-69.64;39.31;16.30;35.00;32.00;9.00;
126412.00;17.46;45.75;99.70;0.20;-0.09;-0.02;-75.32;7.63;-4.82;42.00;30.00;4.00;
126596.00;17.46;45.83;99.66;0.20;0.02;0.02;-87.52;6.10;-51.15;42.00;32.00;-1.00;
126780.00;17.45;45.89;99.61;0.20;0.00;-0.01;-65.00;55.30;16.60;50.00;29.00;0.00;
126964.00;17.45;45.97;99.58;0.18;-0.13;0.09;-49.93;-27.16;-62.07;55.00;24.00;-8.00;
127151.00;17.45;46.03;99.55;0.23;0.06;-0.05;-58.29;-45.72;-70.31;53.00;24.00;-15.00;
127339.00;17.42;46.09;99.53;0.18;0.04;-0.01;-61.22;32.59;-9.64;58.00;15.00;-26.00;
127525.00;17.43;46.15;99.51;0.15;-0.00;0.00;-65.98;-18.31;-3.60;56.00;14.00;-35.00;
127712.00;17.41;46.19;99.50;0.16;0.03;-0.03;-42.36;-5.00;-11.72;49.00;14.00;-42.00;
127899.00;17.41;46.24;99.48;0.14;-0.01;0.00;-63.23;-15.14;-25.39;46.00;8.00;-54.00;
128086.00;17.39;46.29;99.48;0.14;0.02;-0.02;-73.49;-15.08;-11.17;33.00;4.00;-57.00;
128273.00;17.41;46.34;99.47;0.15;-0.00;-0.04;-65.61;-31.80;-6.77;29.00;3.00;-62.00;
128460.00;17.39;46.37;99.47;0.12;0.00;0.00;-36.56;1.65;-13.18;18.00;-2.00;-64.00;
128645.00;17.39;46.42;99.47;0.12;0.00;-0.02;-49.07;-15.69;6.71;11.00;-4.00;-61.00;
128831.00;17.38;46.45;99.48;0.13;0.02;0.01;-53.28;-37.23;5.25;5.00;-11.00;-63.00;
129016.00;17.39;46.47;99.49;0.14;-0.02;-0.02;-50.11;0.73;0.73;-6.00;-11.00;-60.00;
129202.00;17.38;46.51;99.51;0.15;0.04;-0.03;-75.87;-13.43;-13.49;-14.00;-15.00;-57.00;
129392.00;17.35;46.56;99.52;0.15;-0.03;-0.00;-52.67;17.94;33.81;-23.00;-18.00;-50.00;
129581.00;17.35;46.58;99.55;0.16;0.02;0.01;-48.58;-41.14;-20.14;-24.00;-21.00;-45.00;
129770.00;17.35;46.60;99.58;0.17;-0.01;-0.03;-62.56;-9.09;53.96;-31.00;-23.00;-34.00;
129959.00;17.35;46.63;99.61;0.16;-0.02;-0.01;-74.71;2.56;-25.70;-33.00;-30.00;-24.00;
130148.00;17.33;46.65;99.64;0.17;0.03;0.02;-50.78;-8.91;50.05;-35.00;-33.00;-16.00;
130335.00;17.33;46.69;99.68;0.19;-0.02;0.00;-74.83;6.59;14.10;-32.00;-38.00;-4.00;
130521.00;17.34;46.70;99.72;0.19;0.04;-0.00;-71.04;1.46;10.62;-26.00;-41.00;3.00;
130706.00;17.33;46.74;99.44;1.15;0.02;2.94;117.43;-229.98;-143.31;-29.00;-17.00;19.00;
130896.00;17.31;46.81;99.77;1.04;-0.21;0.51;5.86;-409.12;-167.91;-24.00;-50.00;-14.00;
131086.00;17.31;46.84;99.87;4.00;2.62;0.43;214.78;-94.42;313.84;-35.00;-36.00;-6.00;
131274.00;17.31;46.90;99.90;1.77;0.18;-0.06;-172.06;536.44;-407.71;-22.00;-50.00;-2.00;
131465.00;17.30;46.94;99.90;1.12;0.11;0.88;-144.84;209.29;11.11;-35.00;-32.00;-3.00;
131653.00;17.29;46.98;99.95;0.25;-0.94;0.27;-157.23;58.84;173.28;-30.00;-12.00;16.00;
131842.00;17.29;47.00;99.98;1.13;0.16;-0.21;1.83;257.39;384.03;-2.00;-55.00;12.00;
